Municipios;Sexo;Periodo;Total
08294 Vallgorguina;Total;2023;3.204
08295 Vallirana;Total;2023;15.823
08296 Vallromanes;Total;2023;2.705
08297 Veciana;Total;2023;179
08298 Vic;Total;2023;48.364
08299 Vilada;Total;2023;434
08301 Viladecans;Total;2023;66.677
08300 Viladecavalls;Total;2023;7.809
08305 Vilafranca del Penedès;Total;2023;40.714
08306 Vilalba Sasserra;Total;2023;753
08303 Vilanova de Sau;Total;2023;310
08302 Vilanova del Camí;Total;2023;12.758
08902 Vilanova del Vallès;Total;2023;5.600
08307 Vilanova i la Geltrú;Total;2023;68.854
08214 Vilassar de Dalt;Total;2023;9.230
08219 Vilassar de Mar;Total;2023;21.055
08304 Vilobí del Penedès;Total;2023;1.141
08308 Viver i Serrateix;Total;2023;173
