Municipios;Sexo;Periodo;Total
28152 Torrelodones;Total;2023;25.115
28153 Torremocha de Jarama;Total;2023;1.144
28154 Torres de la Alameda;Total;2023;7.737
28903 Tres Cantos;Total;2023;51.453
28155 Valdaracete;Total;2023;633
28156 Valdeavero;Total;2023;1.782
28157 Valdelaguna;Total;2023;1.045
28158 Valdemanco;Total;2023;1.066
28159 Valdemaqueda;Total;2023;820
28160 Valdemorillo;Total;2023;13.651
28161 Valdemoro;Total;2023;81.394
28162 Valdeolmos-Alalpardo;Total;2023;4.523
28163 Valdepiélagos;Total;2023;623
28164 Valdetorres de Jarama;Total;2023;4.990
28165 Valdilecha;Total;2023;3.191
28166 Valverde de Alcalá;Total;2023;535
28167 Velilla de San Antonio;Total;2023;13.376
28168 Vellón, El;Total;2023;2.200
28169 Venturada;Total;2023;2.554
28171 Villa del Prado;Total;2023;7.273
28170 Villaconejos;Total;2023;3.499
28172 Villalbilla;Total;2023;16.823
28173 Villamanrique de Tajo;Total;2023;800
28174 Villamanta;Total;2023;2.774
28175 Villamantilla;Total;2023;1.576
28176 Villanueva de la Cañada;Total;2023;23.593
28178 Villanueva de Perales;Total;2023;1.671
28177 Villanueva del Pardillo;Total;2023;17.731
28179 Villar del Olmo;Total;2023;2.258
28180 Villarejo de Salvanés;Total;2023;7.746
28181 Villaviciosa de Odón;Total;2023;28.750
28182 Villavieja del Lozoya;Total;2023;314
28183 Zarzalejo;Total;2023;1.810
