Municipios;Sexo;Periodo;Total
50181 Muel;Total;2023;1.450
50182 Muela, La;Total;2023;6.416
50183 Munébrega;Total;2023;369
50184 Murero;Total;2023;106
50185 Murillo de Gállego;Total;2023;203
50186 Navardún;Total;2023;38
50187 Nigüella;Total;2023;60
50188 Nombrevilla;Total;2023;37
50189 Nonaspe;Total;2023;1.025
50190 Novallas;Total;2023;846
50191 Novillas;Total;2023;509
50192 Nuévalos;Total;2023;317
50193 Nuez de Ebro;Total;2023;912
50194 Olvés;Total;2023;102
50195 Orcajo;Total;2023;59
50196 Orera;Total;2023;103
50197 Orés;Total;2023;91
50198 Oseja;Total;2023;47
50199 Osera de Ebro;Total;2023;400
50200 Paniza;Total;2023;594
50201 Paracuellos de Jiloca;Total;2023;584
50202 Paracuellos de la Ribera;Total;2023;115
50203 Pastriz;Total;2023;1.316
50204 Pedrola;Total;2023;3.667
50205 Pedrosas, Las;Total;2023;99
50206 Perdiguera;Total;2023;552
50207 Piedratajada;Total;2023;89
50208 Pina de Ebro;Total;2023;2.456
50209 Pinseque;Total;2023;4.342
50210 Pintanos, Los;Total;2023;40
50211 Plasencia de Jalón;Total;2023;353
50212 Pleitas;Total;2023;34
50213 Plenas;Total;2023;105
50214 Pomer;Total;2023;26
50215 Pozuel de Ariza;Total;2023;23
50216 Pozuelo de Aragón;Total;2023;257
50217 Pradilla de Ebro;Total;2023;558
50218 Puebla de Albortón;Total;2023;131
50219 Puebla de Alfindén, La;Total;2023;6.414
50220 Puendeluna;Total;2023;44
50221 Purujosa;Total;2023;30
50222 Quinto;Total;2023;1.869
50223 Remolinos;Total;2023;1.010
50224 Retascón;Total;2023;71
50225 Ricla;Total;2023;2.987
50227 Romanos;Total;2023;149
50228 Rueda de Jalón;Total;2023;323
50229 Ruesca;Total;2023;70
50241 Sabiñán;Total;2023;673
50230 Sádaba;Total;2023;1.263
50231 Salillas de Jalón;Total;2023;351
50232 Salvatierra de Esca;Total;2023;204
50233 Samper del Salz;Total;2023;92
50234 San Martín de la Virgen de Moncayo;Total;2023;271
50235 San Mateo de Gállego;Total;2023;3.441
50236 Santa Cruz de Grío;Total;2023;97
50237 Santa Cruz de Moncayo;Total;2023;126
50238 Santa Eulalia de Gállego;Total;2023;94
50239 Santed;Total;2023;67
50240 Sástago;Total;2023;1.088
50242 Sediles;Total;2023;108
50243 Sestrica;Total;2023;341
50244 Sierra de Luna;Total;2023;271
50245 Sigüés;Total;2023;70
50246 Sisamón;Total;2023;44
50247 Sobradiel;Total;2023;1.116
50248 Sos del Rey Católico;Total;2023;583
50249 Tabuenca;Total;2023;315
50250 Talamantes;Total;2023;84
50251 Tarazona;Total;2023;10.720
50252 Tauste;Total;2023;6.828
50253 Terrer;Total;2023;550
50254 Tierga;Total;2023;174
50255 Tobed;Total;2023;201
50256 Torralba de los Frailes;Total;2023;72
50257 Torralba de Ribota;Total;2023;176
50258 Torralbilla;Total;2023;43
50259 Torrehermosa;Total;2023;73
50260 Torrelapaja;Total;2023;32
50261 Torrellas;Total;2023;237
50262 Torres de Berrellén;Total;2023;1.498
50263 Torrijo de la Cañada;Total;2023;201
50264 Tosos;Total;2023;163
50265 Trasmoz;Total;2023;83
50266 Trasobares;Total;2023;123
50267 Uncastillo;Total;2023;625
50268 Undués de Lerda;Total;2023;52
50269 Urrea de Jalón;Total;2023;438
50270 Urriés;Total;2023;49
50271 Used;Total;2023;269
50272 Utebo;Total;2023;18.955
50274 Val de San Martín;Total;2023;62
50273 Valdehorna;Total;2023;32
50275 Valmadrid;Total;2023;126
50276 Valpalmas;Total;2023;136
50277 Valtorres;Total;2023;72
50278 Velilla de Ebro;Total;2023;202
50279 Velilla de Jiloca;Total;2023;67
50280 Vera de Moncayo;Total;2023;315
50281 Vierlas;Total;2023;85
50283 Villadoz;Total;2023;82
50284 Villafeliche;Total;2023;146
50285 Villafranca de Ebro;Total;2023;840
50286 Villalba de Perejil;Total;2023;91
50287 Villalengua;Total;2023;289
50903 Villamayor de Gállego;Total;2023;2.866
